Interactor A,Interactor B,Protein Name A,Protein Name B
ATG2B,BECN1,Autophagy-related protein 2 homolog B,Beclin-1
ATG2B,ATG9A,Autophagy-related protein 2 homolog B,Autophagy-related protein 9A
ATG2B,PIK3C3,Autophagy-related protein 2 homolog B,Phosphatidylinositol 3-kinase catalytic subunit type 3
ATG2B,ATG4B,Autophagy-related protein 2 homolog B,Cysteine protease ATG4B
ATG2B,SQSTM1,Autophagy-related protein 2 homolog B,Sequestosome-1
ATG2B,AMBRA1,Autophagy-related protein 2 homolog B,Activating molecule in BECN1-regulated autophagy protein 1
ATG2B,MAP1LC3C,Autophagy-related protein 2 homolog B,Microtubule-associated protein 1 light chain 3 gamma
ATG2B,UBQLN2,Autophagy-related protein 2 homolog B,Ubiquilin-2
ATG2B,CALCOCO2,Autophagy-related protein 2 homolog B,Calcium-binding and coiled-coil domain-containing protein 2
ATG2B,STING1,Autophagy-related protein 2 homolog B,Stimulator of interferon genes protein
ATG2B,RB1CC1,Autophagy-related protein 2 homolog B,RB1-inducible coiled-coil protein 1
VPS18,ATG16L1,Vacuolar protein sorting-associated protein 18 homolog,Autophagy-related protein 16-1
VPS18,HTT,Vacuolar protein sorting-associated protein 18 homolog,Huntingtin
VPS18,ATG9A,Vacuolar protein sorting-associated protein 18 homolog,Autophagy-related protein 9A
VPS18,PIK3C3,Vacuolar protein sorting-associated protein 18 homolog,Phosphatidylinositol 3-kinase catalytic subunit type 3
VPS18,ATG4B,Vacuolar protein sorting-associated protein 18 homolog,Cysteine protease ATG4B
VPS18,AMBRA1,Vacuolar protein sorting-associated protein 18 homolog,Activating molecule in BECN1-regulated autophagy protein 1
VPS18,MAP1LC3C,Vacuolar protein sorting-associated protein 18 homolog,Microtubule-associated protein 1 light chain 3 gamma
VPS18,UBQLN2,Vacuolar protein sorting-associated protein 18 homolog,Ubiquilin-2
VPS18,CALCOCO2,Vacuolar protein sorting-associated protein 18 homolog,Calcium-binding and coiled-coil domain-containing protein 2
VPS18,STX17,Vacuolar protein sorting-associated protein 18 homolog,Syntaxin-17
VPS18,STING1,Vacuolar protein sorting-associated protein 18 homolog,Stimulator of interferon genes protein
VPS18,RB1CC1,Vacuolar protein sorting-associated protein 18 homolog,RB1-inducible coiled-coil protein 1
TOM1,BECN1,Target of Myb1 membrane trafficking protein,Beclin-1
TOM1,SQSTM1,Target of Myb1 membrane trafficking protein,Sequestosome-1
TOM1,MAP1LC3C,Target of Myb1 membrane trafficking protein,Microtubule-associated protein 1 light chain 3 gamma
TOM1,OPTN,Target of Myb1 membrane trafficking protein,Optineurin
TOM1,CHMP3,Target of Myb1 membrane trafficking protein,Charged multivesicular body protein 3
TOM1,CALCOCO2,Target of Myb1 membrane trafficking protein,Calcium-binding and coiled-coil domain-containing protein 2
TOM1,STX17,Target of Myb1 membrane trafficking protein,Syntaxin-17
BCL2L13,ATG16L1,Bcl-2-like protein 13,Autophagy-related protein 16-1
BCL2L13,BECN1,Bcl-2-like protein 13,Beclin-1
BCL2L13,HTT,Bcl-2-like protein 13,Huntingtin
BCL2L13,ATG9A,Bcl-2-like protein 13,Autophagy-related protein 9A
BCL2L13,PIK3C3,Bcl-2-like protein 13,Phosphatidylinositol 3-kinase catalytic subunit type 3
BCL2L13,ATG4B,Bcl-2-like protein 13,Cysteine protease ATG4B
BCL2L13,SQSTM1,Bcl-2-like protein 13,Sequestosome-1
BCL2L13,AMBRA1,Bcl-2-like protein 13,Activating molecule in BECN1-regulated autophagy protein 1
BCL2L13,ULK2,Bcl-2-like protein 13,Serine/threonine-protein kinase ULK2
BCL2L13,MAP1LC3C,Bcl-2-like protein 13,Microtubule-associated protein 1 light chain 3 gamma
BCL2L13,UBQLN2,Bcl-2-like protein 13,Ubiquilin-2
BCL2L13,OPTN,Bcl-2-like protein 13,Optineurin
BCL2L13,CALCOCO2,Bcl-2-like protein 13,Calcium-binding and coiled-coil domain-containing protein 2
BCL2L13,STX17,Bcl-2-like protein 13,Syntaxin-17
BCL2L13,STING1,Bcl-2-like protein 13,Stimulator of interferon genes protein
BCL2L13,RB1CC1,Bcl-2-like protein 13,RB1-inducible coiled-coil protein 1
ARFIP2,ATG16L1,Arfaptin-2,Autophagy-related protein 16-1
ARFIP2,BECN1,Arfaptin-2,Beclin-1
ARFIP2,HTT,Arfaptin-2,Huntingtin
ARFIP2,ATG9A,Arfaptin-2,Autophagy-related protein 9A
ARFIP2,OPTN,Arfaptin-2,Optineurin
UFC1,BECN1,Ubiquitin-fold modifier-conjugating enzyme 1,Beclin-1
TMEM208,BECN1,Transmembrane protein 208,Beclin-1
